followup_hours,coverage,sensitivity,frequency_drift_coverage,scintillation_detection_probability,effective_exposure_days,repeat_rate_95pct_upper_per_day,mean_interval_95pct_lower_days
192.0,0.25,0.8,0.8,0.9682539682539683,1.2393650793650797,2.4171507842456625,0.41371022714748723
192.0,0.5,0.8,0.8,0.9682539682539683,2.4787301587301593,1.2085753921228313,0.8274204542949745
192.0,0.75,0.8,0.8,0.9682539682539683,3.718095238095239,0.8057169280818874,1.2411306814424619
192.0,1.0,0.8,0.8,0.9682539682539683,4.957460317460319,0.6042876960614156,1.654840908589949
