constant_secular_drift_hz_per_s,bigear_null_visits_still_in_band,active_campaigns,active_campaign_count,log10_max_likelihood_suppression_vs_original_only,drift_during_original_72s_hz,fits_original_10khz_channel
0.01446966420777109,20,BIGEAR,1,-4.768377494555925,1.0418158229595185,True
0.015456520984723407,20,BIGEAR,1,-4.768377494555925,1.1128695109000852,True
0.016510683145147868,20,BIGEAR,1,-4.768377494555925,1.1887691864506464,True
0.017636741035637882,20,BIGEAR,1,-4.768377494555925,1.2698453545659276,True
0.018839598072570733,20,BIGEAR,1,-4.768377494555925,1.3564510612250928,True
0.020124492094022162,20,BIGEAR,1,-4.768377494555925,1.4489634307695958,True
0.021497018167919792,20,BIGEAR,1,-4.768377494555925,1.547785308090225,True
0.02296315295575308,20,BIGEAR,1,-4.768377494555925,1.6533470128142218,True
0.024529280737931126,20,BIGEAR,1,-4.768377494555925,1.766108213131041,True
0.026202221214116708,20,BIGEAR,1,-4.768377494555925,1.8865599274164029,True
0.0279892591995917,20,BIGEAR,1,-4.768377494555925,2.0152266623706026,True
0.029898176346968112,20,BIGEAR,1,-4.768377494555925,2.152668696981704,True
0.0319372850313753,20,BIGEAR,1,-4.768377494555925,2.2994845222590214,True
0.034115464546677646,20,BIGEAR,1,-4.768377494555925,2.4563134473607904,True
0.03644219977033855,20,BIGEAR,1,-4.768377494555925,2.623838383464376,True
0.03892762246529607,19,BIGEAR,1,-4.661448393285422,2.802788817501317,True
0.04158255539870085,19,BIGEAR,1,-4.661448393285422,2.9939439887064614,True
0.04441855946962907,19,BIGEAR,1,-4.661448393285422,3.198136281813293,True
0.04744798405099029,19,BIGEAR,1,-4.661448393285422,3.4162548516713005,True
0.05068402076484155,19,BIGEAR,1,-4.661448393285422,3.6492494950685916,True
0.0541407609252741,19,BIGEAR,1,-4.661448393285422,3.8981347866197353,True
0.05783325689900713,19,BIGEAR,1,-4.661448393285422,4.163994496728513,True
0.06177758765088165,18,BIGEAR,1,-4.5497292684835555,4.447986310863479,True
0.06599092875967517,15,BIGEAR,1,-4.1809565259109345,4.751346870696612,True
0.07049162720911727,13,BIGEAR,1,-3.900706921799745,5.075397159056443,True
0.07529928127978708,10,BIGEAR,1,-3.409958649330482,5.421548252144669,True
0.08043482588977811,7,BIGEAR,1,-2.7959682464725777,5.791307464064024,True
0.08592062375574909,5,BIGEAR,1,-2.2788117742194247,6.186284910413934,True
0.09178056277132043,3,BIGEAR,1,-1.6172994095406312,6.608200519535071,True
0.09804016002684839,3,BIGEAR,1,-1.6172994095406312,7.0588915219330834,True
0.10472667292353514,3,BIGEAR,1,-1.6172994095406312,7.54032045049453,True
0.11186921786571521,3,BIGEAR,1,-1.6172994095406312,8.054583686331496,True
0.11949889704816984,3,BIGEAR,1,-1.6172994095406312,8.603920587468227,True
0.1276489338905576,3,BIGEAR,1,-1.6172994095406312,9.190723240120146,True
0.1363548177087173,3,BIGEAR,1,-1.6172994095406312,9.817546875027645,True
0.14565445825280687,3,BIGEAR,1,-1.6172994095406312,10.487120994202094,True
0.15558835078521988,3,BIGEAR,1,-1.6172994095406312,11.20236125653583,True
0.16619975241710924,3,BIGEAR,1,-1.6172994095406312,11.966382174031866,True
0.1775348704713717,3,BIGEAR,1,-1.6172994095406312,12.782510673938763,True
0.1896430636923268,3,BIGEAR,1,-1.6172994095406312,13.65430058584753,True
0.20257705717824762,3,BIGEAR,1,-1.6172994095406312,14.585548116833829,True
0.2163931719726774,3,BIGEAR,1,-1.6172994095406312,15.580308382032774,True
0.2311515703142756,3,BIGEAR,1,-1.6172994095406312,16.642913062627844,True
0.24691651761314257,3,BIGEAR,1,-1.6172994095406312,17.777989268146264,True
0.26375666229439493,3,BIGEAR,1,-1.6172994095406312,18.990479685196433,True
0.28174533472756413,3,BIGEAR,1,-1.6172994095406312,20.28566410038462,True
0.3009608665435187,3,BIGEAR,1,-1.6172994095406312,21.669182391133347,True
0.3214869317293579,3,BIGEAR,1,-1.6172994095406312,23.147059084513767,True
0.34341291098659216,3,BIGEAR,1,-1.6172994095406312,24.725729591034636,True
0.36683428093918874,3,BIGEAR,1,-1.6172994095406312,26.41206822762159,True
0.39185302988630294,3,BIGEAR,1,-1.6172994095406312,28.213418151813812,True
0.418578101910084,3,BIGEAR,1,-1.6172994095406312,30.137623337526048,True
0.44712587127241354,3,BIGEAR,1,-1.6172994095406312,32.19306273161378,True
0.47762064916635577,3,BIGEAR,1,-1.6172994095406312,34.388686739977615,True
0.5101952250289417,3,BIGEAR,1,-1.6172994095406312,36.7340562020838,True
0.5449914447724611,3,BIGEAR,1,-1.6172994095406312,39.2393840236172,True
0.5821608284521383,3,BIGEAR,1,-1.6172994095406312,41.91557964855396,True
0.6218652300598577,3,BIGEAR,1,-1.6172994095406312,44.77429656430976,True
0.6642775423169738,3,BIGEAR,1,-1.6172994095406312,47.82798304682211,True
0.7095824495352537,3,BIGEAR,1,-1.6172994095406312,51.08993636653827,True
0.7579772318242741,3,BIGEAR,1,-1.6172994095406312,54.574360691347735,True
0.8096726241471736,3,BIGEAR,1,-1.6172994095406312,58.2964289385965,True
0.864893733965555,3,BIGEAR,1,-1.6172994095406312,62.272348845519964,True
0.9238810214693732,3,BIGEAR,1,-1.6172994095406312,66.51943354579487,True
0.9868913466602682,3,BIGEAR,1,-1.6172994095406312,71.05617695953931,True
1.0541990878478094,3,BIGEAR,1,-1.6172994095406312,75.90233432504228,True
1.1260973364292013,3,BIGEAR,1,-1.6172994095406312,81.07900822290249,True
1.2028991731550538,3,BIGEAR,1,-1.6172994095406312,86.60874046716387,True
1.2849390314387659,3,BIGEAR,1,-1.6172994095406312,92.51561026359114,True
1.3725741536460132,3,BIGEAR,1,-1.6172994095406312,98.82533906251295,True
1.4661861467057924,1,BIGEAR,1,-0.6843260934863493,105.56540256281706,True
1.5661826438168436,1,BIGEAR,1,-0.6843260934863493,112.76515035481273,True
1.6729990794854555,1,BIGEAR,1,-0.6843260934863493,120.45593372295279,True
1.787100585623972,1,BIGEAR,1,-0.6843260934863493,128.67124216492599,True
1.9089840169665768,1,BIGEAR,1,-0.6843260934863493,137.44684922159354,True
2.039180114622072,1,BIGEAR,1,-0.6843260934863493,146.82096825278916,True
2.1782558171847124,1,BIGEAR,1,-0.6843260934863493,156.8344188372993,True
2.326816729466984,1,BIGEAR,1,-0.6843260934863493,167.53080452162285,True
2.485509759604285,1,BIGEAR,1,-0.6843260934863493,178.95670269150853,True
2.655025936014887,1,BIGEAR,1,-0.6843260934863493,191.16186739307187,True
2.8361034164814605,1,BIGEAR,1,-0.6843260934863493,204.19944598666515,True
3.0295307024574054,0,,0,0.0,218.1262105769332,True
3.2361500725945263,0,,0,0.0,233.0028052268059,True
3.4568612504433784,0,,0,0.0,248.89401003192324,True
3.6926253222973666,0,,0,0.0,265.8690232054104,True
3.9444689222406124,0,,0,0.0,284.0017624013241,True
4.213488702623664,0,,0,0.0,303.3711865889038,True
4.500856109433503,0,,0,0.0,324.0616398792122,True
4.807822483352262,0,,0,0.0,346.16321880136286,True
5.135724508717294,0,,0,0.0,369.77216462764517,True
5.48599003410979,0,,0,0.0,394.99128245590487,True
5.86014428991807,0,,0,0.0,421.930388874101,True
6.259816529949597,0,,0,0.0,450.70679015637097,True
6.686747126012868,0,,0,0.0,481.4457930729265,True
7.142795146362121,0,,0,0.0,514.2812505380728,True
7.629946451005673,0,,0,0.0,549.3561444724085,True
8.150322339128536,0,,0,0.0,586.8232084172546,True
8.706188786284574,0,,0,0.0,626.8455926124893,True
9.299966311581752,0,,0,0.0,669.5975744338862,True
9.934240517826565,0,,0,0.0,715.2653172835127,True
10.611773350525377,0,,0,0.0,764.0476812378272,True
11.33551512476941,0,,0,0.0,816.1570889833976,True
12.1086173723749,0,,0,0.0,871.8204508109927,True
12.934446565220545,0,,0,0.0,931.2801526958792,True
13.816598774541383,0,,0,0.0,994.7951117669795,True
14.758915330012302,0,,0,0.0,1062.6419037608857,True
15.765499546808801,0,,0,0.0,1135.1159673702336,True
16.840734593483326,0,,0,0.0,1212.5328907307994,True
17.989302578461807,0,,0,0.0,1295.22978564925,True
19.216204938273794,0,,0,0.0,1383.5667555557131,True
20.526784216295745,0,,0,0.0,1477.9284635732936,True
21.92674732684322,0,,0,0.0,1578.7258075327118,True
23.422190405915902,0,,0,0.0,1686.397709225945,True
25.01962535680665,0,,0,0.0,1801.4130256900787,True
26.72600820616904,0,,0,0.0,1924.272590844171,True
28.54876939401855,0,,0,0.0,2055.5113963693357,True
30.495846129566157,0,,0,0.0,2195.7009213287633,True
32.57571695377613,0,,0,0.0,2345.4516206718813,True
34.797438659152704,0,,0,0.0,2505.4155834589947,True
37.17068572752114,0,,0,0.0,2676.289372381522,True
39.705792457535466,0,,0,0.0,2858.817056942554,True
42.413797965357695,0,,0,0.0,3053.793453505754,True
45.30649425446174,0,,0,0.0,3262.0675863212455,True
48.39647756388475,0,,0,0.0,3484.546384599702,True
51.69720321851962,0,,0,0.0,3722.1986317334126,True
55.223044220294625,0,,0,0.0,3976.059183861213,True
58.98935383537668,0,,0,0.0,4247.233476147121,True
63.012532449930646,0,,0,0.0,4536.902336395006,True
67.31009898556228,0,,0,0.0,4846.327126960484,True
71.9007671854198,0,,0,0.0,5176.855237350225,True
76.80452710314457,0,,0,0.0,5529.925951426409,True
82.04273214950992,0,,0,0.0,5907.076714764714,True
87.63819207579814,0,,0,0.0,6309.949829457466,True
93.61527229880737,0,,0,0.0,6740.29960551413,True
100.0,0,,0,0.0,7200.0,True
