period_hours,pulse_duration_s,predicted_repeat_visit_count,survives_bigear_only
1.0658010966849447,144.0,3,False
1.0665844430740512,144.0,5,False
1.0673677894631577,144.0,1,False
1.0681511358522642,144.0,4,False
1.0689344822413707,144.0,4,False
1.0697178286304772,144.0,7,False
1.0705011750195836,144.0,3,False
1.0712845214086901,144.0,2,False
1.0720678677977966,144.0,6,False
1.072851214186903,144.0,2,False
1.0736345605760096,144.0,5,False
1.074417906965116,144.0,5,False
1.0752012533542226,144.0,0,True
1.075984599743329,144.0,3,False
1.0767679461324355,144.0,1,False
1.077551292521542,144.0,3,False
1.0783346389106485,144.0,7,False
1.079117985299755,144.0,2,False
1.0799013316888615,144.0,2,False
1.080684678077968,144.0,2,False
1.0814680244670745,144.0,7,False
1.082251370856181,144.0,4,False
1.0830347172452874,144.0,1,False
1.083818063634394,144.0,7,False
1.0846014100235004,144.0,3,False
1.085384756412607,144.0,5,False
1.0861681028017134,144.0,7,False
1.0869514491908199,144.0,5,False
1.0877347955799264,144.0,16,False
1.0885181419690328,144.0,6,False
1.0893014883581393,144.0,7,False
1.0900848347472458,144.0,8,False
1.0908681811363523,144.0,3,False
1.0916515275254588,144.0,3,False
1.0924348739145653,144.0,4,False
1.0932182203036718,144.0,4,False
1.0940015666927783,144.0,3,False
1.0947849130818847,144.0,1,False
1.0955682594709912,144.0,2,False
1.0963516058600977,144.0,4,False
1.0971349522492042,144.0,2,False
1.0979182986383107,144.0,8,False
1.0987016450274172,144.0,3,False
1.0994849914165237,144.0,1,False
1.1002683378056302,144.0,4,False
1.1010516841947366,144.0,2,False
1.1018350305838431,144.0,2,False
1.1026183769729496,144.0,1,False
1.103401723362056,144.0,4,False
1.1041850697511626,144.0,2,False
1.104968416140269,144.0,4,False
1.1057517625293756,144.0,1,False
1.106535108918482,144.0,2,False
1.1073184553075885,144.0,3,False
1.108101801696695,144.0,1,False
1.1088851480858015,144.0,3,False
1.109668494474908,144.0,3,False
1.1104518408640145,144.0,5,False
1.111235187253121,144.0,5,False
1.1120185336422275,144.0,5,False
1.1128018800313337,144.0,2,False
1.1135852264204402,144.0,0,True
1.1143685728095467,144.0,1,False
1.1151519191986532,144.0,3,False
1.1159352655877597,144.0,2,False
1.1167186119768662,144.0,2,False
1.1175019583659727,144.0,1,False
1.1182853047550791,144.0,1,False
1.1190686511441856,144.0,4,False
1.1198519975332921,144.0,5,False
1.1206353439223986,144.0,2,False
1.121418690311505,144.0,3,False
1.1222020367006116,144.0,5,False
1.122985383089718,144.0,2,False
1.1237687294788246,144.0,3,False
1.124552075867931,144.0,2,False
1.1253354222570375,144.0,3,False
1.126118768646144,144.0,4,False
1.1269021150352505,144.0,6,False
1.127685461424357,144.0,3,False
1.1284688078134635,144.0,0,True
1.12925215420257,144.0,3,False
1.1300355005916765,144.0,1,False
1.130818846980783,144.0,2,False
1.1316021933698894,144.0,2,False
1.132385539758996,144.0,1,False
1.1331688861481024,144.0,1,False
1.133952232537209,144.0,8,False
1.1347355789263154,144.0,4,False
1.1355189253154219,144.0,3,False
1.1363022717045284,144.0,4,False
1.1370856180936348,144.0,5,False
1.1378689644827413,144.0,4,False
1.1386523108718478,144.0,3,False
1.1394356572609543,144.0,1,False
1.1402190036500608,144.0,2,False
1.1410023500391673,144.0,4,False
1.1417856964282738,144.0,2,False
1.1425690428173803,144.0,4,False
1.1433523892064867,144.0,3,False
1.1441357355955932,144.0,5,False
1.1449190819846997,144.0,3,False
1.1457024283738062,144.0,3,False
1.1464857747629127,144.0,1,False
1.1472691211520192,144.0,1,False
1.1480524675411257,144.0,3,False
1.1488358139302322,144.0,3,False
1.1496191603193386,144.0,4,False
1.1504025067084451,144.0,1,False
1.1511858530975516,144.0,4,False
1.151969199486658,144.0,3,False
1.1527525458757646,144.0,1,False
1.153535892264871,144.0,4,False
1.1543192386539776,144.0,3,False
1.155102585043084,144.0,3,False
1.1558859314321905,144.0,1,False
1.156669277821297,144.0,4,False
1.1574526242104035,144.0,4,False
1.15823597059951,144.0,0,True
1.1590193169886165,144.0,3,False
1.159802663377723,144.0,1,False
1.1605860097668295,144.0,2,False
1.161369356155936,144.0,3,False
1.1621527025450424,144.0,1,False
1.162936048934149,144.0,4,False
1.1637193953232554,144.0,3,False
1.164502741712362,144.0,2,False
1.1652860881014684,144.0,6,False
1.1660694344905749,144.0,5,False
1.1668527808796814,144.0,4,False
1.1676361272687878,144.0,9,False
1.1684194736578943,144.0,3,False
1.1692028200470008,144.0,4,False
1.1699861664361073,144.0,4,False
1.1707695128252138,144.0,4,False
1.1715528592143203,144.0,4,False
1.1723362056034268,144.0,2,False
1.1731195519925333,144.0,1,False
1.1739028983816397,144.0,2,False
1.1746862447707462,144.0,3,False
1.1754695911598527,144.0,2,False
1.1762529375489592,144.0,6,False
1.1770362839380657,144.0,2,False
1.1778196303271722,144.0,1,False
1.1786029767162787,144.0,2,False
1.1793863231053852,144.0,4,False
1.1801696694944916,144.0,3,False
1.1809530158835981,144.0,3,False
1.1817363622727046,144.0,3,False
1.182519708661811,144.0,1,False
1.1833030550509176,144.0,0,True
1.184086401440024,144.0,5,False
1.1848697478291306,144.0,4,False
1.185653094218237,144.0,3,False
1.1864364406073435,144.0,2,False
1.18721978699645,144.0,8,False
1.1880031333855565,144.0,4,False
1.188786479774663,144.0,5,False
1.1895698261637695,144.0,1,False
1.190353172552876,144.0,4,False
1.1911365189419825,144.0,3,False
1.191919865331089,144.0,4,False
1.1927032117201954,144.0,5,False
1.193486558109302,144.0,3,False
1.1942699044984084,144.0,4,False
1.195053250887515,144.0,3,False
1.1958365972766212,144.0,3,False
1.1966199436657277,144.0,3,False
1.1974032900548341,144.0,0,True
1.1981866364439406,144.0,3,False
1.1989699828330471,144.0,0,True
1.1997533292221536,144.0,0,True
1.20053667561126,144.0,3,False
1.2013200220003666,144.0,2,False
1.202103368389473,144.0,2,False
1.2028867147785796,144.0,3,False
1.203670061167686,144.0,6,False
1.2044534075567925,144.0,5,False
1.205236753945899,144.0,1,False
1.2060201003350055,144.0,5,False
1.206803446724112,144.0,0,True
1.2075867931132185,144.0,3,False
1.208370139502325,144.0,2,False
1.2091534858914315,144.0,3,False
1.209936832280538,144.0,4,False
1.2107201786696444,144.0,1,False
1.211503525058751,144.0,2,False
1.2122868714478574,144.0,2,False
1.213070217836964,144.0,3,False
1.2138535642260704,144.0,4,False
1.2146369106151769,144.0,3,False
1.2154202570042834,144.0,1,False
1.2162036033933898,144.0,3,False
1.2169869497824963,144.0,2,False
1.2177702961716028,144.0,3,False
1.2185536425607093,144.0,3,False
1.2193369889498158,144.0,3,False
1.2201203353389223,144.0,3,False
1.2209036817280288,144.0,6,False
1.2216870281171353,144.0,2,False
1.2224703745062417,144.0,4,False
1.2232537208953482,144.0,3,False
1.2240370672844547,144.0,4,False
1.2248204136735612,144.0,3,False
1.2256037600626677,144.0,2,False
1.2263871064517742,144.0,4,False
1.2271704528408807,144.0,7,False
1.2279537992299872,144.0,3,False
1.2287371456190936,144.0,2,False
1.2295204920082001,144.0,2,False
1.2303038383973066,144.0,0,True
1.231087184786413,144.0,2,False
1.2318705311755196,144.0,1,False
1.232653877564626,144.0,2,False
1.2334372239537326,144.0,4,False
1.234220570342839,144.0,2,False
1.2350039167319455,144.0,3,False
1.235787263121052,144.0,4,False
1.2365706095101585,144.0,3,False
1.237353955899265,144.0,3,False
1.2381373022883715,144.0,1,False
1.238920648677478,144.0,0,True
1.2397039950665845,144.0,2,False
1.240487341455691,144.0,2,False
1.2412706878447974,144.0,5,False
1.242054034233904,144.0,3,False
1.2428373806230104,144.0,2,False
1.243620727012117,144.0,2,False
1.2444040734012234,144.0,4,False
1.2451874197903299,144.0,1,False
1.2459707661794364,144.0,3,False
1.2467541125685428,144.0,3,False
1.2475374589576493,144.0,3,False
1.2483208053467558,144.0,1,False
1.2491041517358623,144.0,3,False
1.2498874981249688,144.0,1,False
1.2506708445140753,144.0,2,False
1.2514541909031818,144.0,2,False
1.2522375372922883,144.0,2,False
1.2530208836813947,144.0,4,False
1.2538042300705012,144.0,3,False
1.2545875764596077,144.0,1,False
1.2553709228487142,144.0,3,False
1.2561542692378207,144.0,1,False
1.2569376156269272,144.0,4,False
1.2577209620160337,144.0,3,False
1.25850430840514,144.0,5,False
1.2592876547942464,144.0,2,False
1.260071001183353,144.0,7,False
1.2608543475724594,144.0,2,False
1.2616376939615659,144.0,5,False
1.2624210403506724,144.0,4,False
1.2632043867397789,144.0,9,False
1.2639877331288853,144.0,0,True
1.2647710795179918,144.0,3,False
1.2655544259070983,144.0,2,False
1.2663377722962048,144.0,4,False
1.2671211186853113,144.0,2,False
1.2679044650744178,144.0,3,False
1.2686878114635243,144.0,5,False
1.2694711578526308,144.0,1,False
1.2702545042417372,144.0,5,False
1.2710378506308437,144.0,4,False
1.2718211970199502,144.0,0,True
1.2726045434090567,144.0,2,False
1.2733878897981632,144.0,3,False
1.2741712361872697,144.0,2,False
1.2749545825763762,144.0,2,False
1.2757379289654827,144.0,2,False
1.2765212753545891,144.0,1,False
1.2773046217436956,144.0,4,False
1.2780879681328021,144.0,4,False
1.2788713145219086,144.0,2,False
1.279654660911015,144.0,6,False
1.2804380073001216,144.0,3,False
1.281221353689228,144.0,3,False
1.2820047000783346,144.0,0,True
1.282788046467441,144.0,1,False
1.2835713928565475,144.0,2,False
1.284354739245654,144.0,3,False
1.2851380856347605,144.0,3,False
1.285921432023867,144.0,2,False
1.2867047784129735,144.0,2,False
1.28748812480208,144.0,2,False
1.2882714711911865,144.0,4,False
1.289054817580293,144.0,8,False
1.2898381639693994,144.0,2,False
1.290621510358506,144.0,1,False
1.2914048567476124,144.0,1,False
1.292188203136719,144.0,2,False
1.2929715495258254,144.0,5,False
1.2937548959149319,144.0,44,False
1.2945382423040384,144.0,3,False
1.2953215886931448,144.0,2,False
1.2961049350822513,144.0,1,False
1.2968882814713578,144.0,2,False
1.2976716278604643,144.0,6,False
1.2984549742495708,144.0,2,False
1.2992383206386773,144.0,0,True
1.3000216670277838,144.0,1,False
1.3008050134168903,144.0,0,True
1.3015883598059967,144.0,0,True
1.3023717061951032,144.0,3,False
1.3031550525842097,144.0,0,True
1.3039383989733162,144.0,3,False
1.3047217453624227,144.0,3,False
1.3055050917515292,144.0,9,False
1.3062884381406357,144.0,3,False
1.3070717845297422,144.0,7,False
1.3078551309188486,144.0,1,False
1.3086384773079551,144.0,5,False
1.3094218236970616,144.0,4,False
1.310205170086168,144.0,4,False
1.3109885164752746,144.0,1,False
1.311771862864381,144.0,2,False
1.3125552092534876,144.0,0,True
1.313338555642594,144.0,2,False
1.3141219020317005,144.0,4,False
1.314905248420807,144.0,0,True
1.3156885948099135,144.0,3,False
1.31647194119902,144.0,7,False
1.3172552875881265,144.0,4,False
1.318038633977233,144.0,5,False
1.3188219803663395,144.0,4,False
1.319605326755446,144.0,0,True
1.3203886731445524,144.0,2,False
1.321172019533659,144.0,3,False
1.3219553659227654,144.0,4,False
1.322738712311872,144.0,2,False
1.3235220587009784,144.0,0,True
1.3243054050900849,144.0,4,False
1.3250887514791914,144.0,4,False
1.3258720978682978,144.0,3,False
1.3266554442574043,144.0,3,False
1.3274387906465108,144.0,2,False
1.3282221370356173,144.0,3,False
1.3290054834247238,144.0,1,False
1.3297888298138303,144.0,5,False
1.3305721762029368,144.0,5,False
1.3313555225920433,144.0,3,False
1.3321388689811497,144.0,2,False
1.3329222153702562,144.0,3,False
1.3337055617593627,144.0,2,False
1.3344889081484692,144.0,1,False
1.3352722545375757,144.0,2,False
1.3360556009266822,144.0,3,False
1.3368389473157887,144.0,3,False
1.3376222937048952,144.0,3,False
1.3384056400940016,144.0,7,False
1.3391889864831081,144.0,1,False
1.3399723328722146,144.0,4,False
1.340755679261321,144.0,3,False
1.3415390256504276,144.0,5,False
1.342322372039534,144.0,3,False
1.3431057184286406,144.0,4,False
1.343889064817747,144.0,4,False
1.3446724112068535,144.0,3,False
1.34545575759596,144.0,0,True
1.3462391039850665,144.0,1,False
1.347022450374173,144.0,2,False
1.3478057967632795,144.0,1,False
1.348589143152386,144.0,2,False
1.3493724895414925,144.0,3,False
1.350155835930599,144.0,3,False
1.3509391823197054,144.0,1,False
1.351722528708812,144.0,3,False
1.3525058750979184,144.0,0,True
1.353289221487025,144.0,3,False
1.3540725678761312,144.0,3,False
1.3548559142652377,144.0,8,False
1.3556392606543441,144.0,6,False
1.3564226070434506,144.0,2,False
1.3572059534325571,144.0,2,False
1.3579892998216636,144.0,2,False
1.35877264621077,144.0,2,False
1.3595559925998766,144.0,3,False
1.360339338988983,144.0,7,False
1.3611226853780896,144.0,3,False
1.361906031767196,144.0,3,False
1.3626893781563025,144.0,2,False
1.363472724545409,144.0,2,False
1.3642560709345155,144.0,3,False
1.365039417323622,144.0,2,False
1.3658227637127285,144.0,1,False
1.366606110101835,144.0,0,True
1.3673894564909415,144.0,3,False
1.368172802880048,144.0,4,False
1.3689561492691544,144.0,4,False
1.369739495658261,144.0,6,False
1.3705228420473674,144.0,2,False
1.371306188436474,144.0,4,False
1.3720895348255804,144.0,1,False
1.3728728812146869,144.0,2,False
1.3736562276037934,144.0,2,False
1.3744395739928998,144.0,5,False
1.3752229203820063,144.0,4,False
1.3760062667711128,144.0,3,False
1.3767896131602193,144.0,1,False
1.3775729595493258,144.0,2,False
1.3783563059384323,144.0,2,False
1.3791396523275388,144.0,1,False
1.3799229987166453,144.0,0,True
1.3807063451057517,144.0,0,True
1.3814896914948582,144.0,2,False
1.3822730378839647,144.0,1,False
1.3830563842730712,144.0,2,False
1.3838397306621777,144.0,0,True
1.3846230770512842,144.0,7,False
1.3854064234403907,144.0,3,False
1.3861897698294972,144.0,2,False
1.3869731162186036,144.0,1,False
1.3877564626077101,144.0,2,False
1.3885398089968166,144.0,3,False
1.389323155385923,144.0,4,False
1.3901065017750296,144.0,2,False
1.390889848164136,144.0,4,False
1.3916731945532426,144.0,3,False
1.392456540942349,144.0,1,False
1.3932398873314555,144.0,2,False
1.394023233720562,144.0,2,False
1.3948065801096685,144.0,2,False
1.395589926498775,144.0,5,False
1.3963732728878815,144.0,3,False
1.397156619276988,144.0,2,False
1.3979399656660945,144.0,4,False
1.398723312055201,144.0,3,False
1.3995066584443074,144.0,1,False
1.400290004833414,144.0,8,False
1.4010733512225204,144.0,2,False
1.401856697611627,144.0,5,False
1.4026400440007334,144.0,1,False
1.4034233903898399,144.0,1,False
1.4042067367789464,144.0,2,False
1.4049900831680529,144.0,2,False
1.4057734295571593,144.0,1,False
1.4065567759462658,144.0,4,False
1.4073401223353723,144.0,1,False
1.4081234687244788,144.0,3,False
1.4089068151135853,144.0,1,False
1.4096901615026918,144.0,1,False
1.4104735078917983,144.0,2,False
1.4112568542809045,144.0,2,False
1.412040200670011,144.0,4,False
1.4128235470591175,144.0,1,False
1.413606893448224,144.0,3,False
1.4143902398373305,144.0,1,False
1.415173586226437,144.0,1,False
1.4159569326155435,144.0,4,False
1.41674027900465,144.0,1,False
1.4175236253937564,144.0,1,False
1.418306971782863,144.0,1,False
1.4190903181719694,144.0,6,False
1.4198736645610759,144.0,1,False
1.4206570109501824,144.0,4,False
1.4214403573392889,144.0,1,False
1.4222237037283953,144.0,1,False
1.4230070501175018,144.0,2,False
1.4237903965066083,144.0,2,False
1.4245737428957148,144.0,0,True
1.4253570892848213,144.0,1,False
1.4261404356739278,144.0,2,False
1.4269237820630343,144.0,2,False
1.4277071284521408,144.0,3,False
1.4284904748412472,144.0,3,False
1.4292738212303537,144.0,3,False
1.4300571676194602,144.0,5,False
1.4308405140085667,144.0,0,True
1.4316238603976732,144.0,2,False
1.4324072067867797,144.0,1,False
1.4331905531758862,144.0,7,False
1.4339738995649927,144.0,3,False
1.4347572459540991,144.0,4,False
1.4355405923432056,144.0,2,False
1.4363239387323121,144.0,3,False
1.4371072851214186,144.0,2,False
1.437890631510525,144.0,3,False
1.4386739778996316,144.0,4,False
1.439457324288738,144.0,4,False
1.4402406706778446,144.0,5,False
1.441024017066951,144.0,3,False
1.4418073634560575,144.0,0,True
1.442590709845164,144.0,0,True
1.4433740562342705,144.0,2,False
1.444157402623377,144.0,4,False
1.4449407490124835,144.0,2,False
1.44572409540159,144.0,0,True
1.4465074417906965,144.0,1,False
1.447290788179803,144.0,3,False
1.4480741345689094,144.0,3,False
1.448857480958016,144.0,6,False
1.4496408273471224,144.0,1,False
1.450424173736229,144.0,5,False
1.4512075201253354,144.0,2,False
1.4519908665144419,144.0,2,False
1.4527742129035484,144.0,3,False
1.4535575592926548,144.0,2,False
1.4543409056817613,144.0,1,False
1.4551242520708678,144.0,1,False
1.4559075984599743,144.0,3,False
1.4566909448490808,144.0,4,False
1.4574742912381873,144.0,3,False
1.4582576376272938,144.0,3,False
1.4590409840164003,144.0,2,False
1.4598243304055067,144.0,1,False
1.4606076767946132,144.0,0,True
1.4613910231837197,144.0,4,False
1.4621743695728262,144.0,3,False
1.4629577159619327,144.0,3,False
1.4637410623510392,144.0,2,False
1.4645244087401457,144.0,5,False
1.4653077551292522,144.0,0,True
1.4660911015183586,144.0,4,False
1.4668744479074651,144.0,2,False
1.4676577942965716,144.0,1,False
1.468441140685678,144.0,5,False
1.4692244870747846,144.0,1,False
1.470007833463891,144.0,2,False
1.4707911798529976,144.0,0,True
1.471574526242104,144.0,3,False
1.4723578726312105,144.0,4,False
1.473141219020317,144.0,3,False
1.4739245654094235,144.0,1,False
1.47470791179853,144.0,4,False
1.4754912581876365,144.0,5,False
1.476274604576743,144.0,1,False
1.4770579509658495,144.0,2,False
1.477841297354956,144.0,3,False
1.4786246437440624,144.0,2,False
1.479407990133169,144.0,3,False
1.4801913365222754,144.0,4,False
1.480974682911382,144.0,3,False
1.4817580293004884,144.0,1,False
1.4825413756895949,144.0,3,False
1.4833247220787014,144.0,3,False
1.4841080684678079,144.0,5,False
1.4848914148569143,144.0,1,False
1.4856747612460208,144.0,4,False
1.4864581076351273,144.0,2,False
1.4872414540242338,144.0,0,True
1.4880248004133403,144.0,1,False
1.4888081468024468,144.0,3,False
1.4895914931915533,144.0,2,False
1.4903748395806597,144.0,3,False
1.4911581859697662,144.0,2,False
1.4919415323588727,144.0,2,False
1.4927248787479792,144.0,2,False
1.4935082251370857,144.0,3,False
1.4942915715261922,144.0,2,False
1.4950749179152987,144.0,1,False
1.4958582643044052,144.0,23,False
1.4966416106935116,144.0,7,False
1.4974249570826181,144.0,3,False
1.4982083034717246,144.0,4,False
1.498991649860831,144.0,0,True
1.4997749962499376,144.0,2,False
1.500558342639044,144.0,3,False
1.5013416890281506,144.0,3,False
1.502125035417257,144.0,2,False
1.5029083818063635,144.0,0,True
1.50369172819547,144.0,1,False
1.5044750745845765,144.0,4,False
1.505258420973683,144.0,2,False
1.5060417673627895,144.0,5,False
1.506825113751896,144.0,3,False
1.5076084601410025,144.0,1,False
1.508391806530109,144.0,3,False
1.5091751529192154,144.0,2,False
1.509958499308322,144.0,2,False
1.5107418456974284,144.0,4,False
1.511525192086535,144.0,4,False
1.5123085384756414,144.0,1,False
1.5130918848647479,144.0,4,False
1.5138752312538544,144.0,2,False
1.5146585776429609,144.0,1,False
1.5154419240320673,144.0,3,False
1.5162252704211736,144.0,4,False
1.51700861681028,144.0,1,False
1.5177919631993866,144.0,4,False
1.518575309588493,144.0,3,False
1.5193586559775996,144.0,1,False
1.520142002366706,144.0,2,False
1.5209253487558125,144.0,2,False
1.521708695144919,144.0,0,True
1.5224920415340255,144.0,1,False
1.523275387923132,144.0,2,False
1.5240587343122385,144.0,1,False
1.524842080701345,144.0,3,False
1.5256254270904515,144.0,4,False
1.526408773479558,144.0,2,False
1.5271921198686644,144.0,2,False
1.527975466257771,144.0,1,False
1.5287588126468774,144.0,5,False
1.529542159035984,144.0,1,False
1.5303255054250904,144.0,4,False
1.5311088518141969,144.0,1,False
1.5318921982033034,144.0,4,False
1.5326755445924098,144.0,0,True
1.5334588909815163,144.0,3,False
1.5342422373706228,144.0,2,False
1.5350255837597293,144.0,1,False
1.5358089301488358,144.0,2,False
1.5365922765379423,144.0,3,False
1.5373756229270488,144.0,1,False
1.5381589693161553,144.0,2,False
1.5389423157052617,144.0,2,False
1.5397256620943682,144.0,2,False
1.5405090084834747,144.0,2,False
1.5412923548725812,144.0,2,False
1.5420757012616877,144.0,2,False
1.5428590476507942,144.0,3,False
1.5436423940399007,144.0,3,False
1.5444257404290072,144.0,3,False
1.5452090868181136,144.0,1,False
1.5459924332072201,144.0,2,False
1.5467757795963266,144.0,2,False
1.547559125985433,144.0,1,False
1.5483424723745396,144.0,1,False
1.549125818763646,144.0,1,False
1.5499091651527526,144.0,2,False
1.550692511541859,144.0,2,False
1.5514758579309655,144.0,1,False
1.552259204320072,144.0,1,False
1.5530425507091785,144.0,0,True
1.553825897098285,144.0,3,False
1.5546092434873913,144.0,2,False
1.5553925898764978,144.0,4,False
1.5561759362656042,144.0,3,False
1.5569592826547107,144.0,2,False
1.5577426290438172,144.0,3,False
1.5585259754329237,144.0,3,False
1.5593093218220302,144.0,2,False
1.5600926682111367,144.0,2,False
1.5608760146002432,144.0,7,False
1.5616593609893497,144.0,4,False
1.5624427073784561,144.0,1,False
1.5632260537675626,144.0,2,False
1.5640094001566691,144.0,0,True
1.5647927465457756,144.0,0,True
1.565576092934882,144.0,4,False
1.5663594393239886,144.0,4,False
1.567142785713095,144.0,3,False
1.5679261321022016,144.0,1,False
1.568709478491308,144.0,2,False
1.5694928248804145,144.0,2,False
1.570276171269521,144.0,4,False
1.5710595176586275,144.0,3,False
1.571842864047734,144.0,2,False
1.5726262104368405,144.0,4,False
1.573409556825947,144.0,1,False
1.5741929032150535,144.0,2,False
1.57497624960416,144.0,1,False
1.5757595959932664,144.0,6,False
1.576542942382373,144.0,1,False
1.5773262887714794,144.0,1,False
1.5781096351605859,144.0,3,False
1.5788929815496924,144.0,4,False
1.5796763279387989,144.0,6,False
1.5804596743279054,144.0,4,False
1.5812430207170118,144.0,2,False
1.5820263671061183,144.0,0,True
1.5828097134952248,144.0,2,False
1.5835930598843313,144.0,1,False
1.5843764062734378,144.0,1,False
1.5851597526625443,144.0,2,False
1.5859430990516508,144.0,3,False
1.5867264454407572,144.0,1,False
1.5875097918298637,144.0,0,True
1.5882931382189702,144.0,1,False
1.5890764846080767,144.0,3,False
1.5898598309971832,144.0,3,False
1.5906431773862897,144.0,5,False
1.5914265237753962,144.0,2,False
1.5922098701645027,144.0,1,False
1.5929932165536091,144.0,4,False
1.5937765629427156,144.0,1,False
1.5945599093318221,144.0,0,True
1.5953432557209286,144.0,3,False
1.596126602110035,144.0,1,False
1.5969099484991416,144.0,3,False
1.597693294888248,144.0,2,False
1.5984766412773546,144.0,3,False
1.599259987666461,144.0,3,False
1.6000433340555675,144.0,2,False
1.600826680444674,144.0,2,False
1.6016100268337805,144.0,2,False
1.602393373222887,144.0,1,False
1.6031767196119935,144.0,2,False
1.6039600660011,144.0,1,False
1.6047434123902065,144.0,0,True
1.605526758779313,144.0,3,False
1.6063101051684194,144.0,2,False
1.607093451557526,144.0,1,False
1.6078767979466324,144.0,2,False
1.608660144335739,144.0,2,False
1.6094434907248454,144.0,4,False
1.6102268371139519,144.0,5,False
1.6110101835030584,144.0,0,True
1.6117935298921648,144.0,0,True
1.6125768762812713,144.0,2,False
1.6133602226703778,144.0,3,False
1.6141435690594843,144.0,2,False
1.6149269154485908,144.0,3,False
1.6157102618376973,144.0,1,False
1.6164936082268038,144.0,0,True
1.6172769546159103,144.0,5,False
1.6180603010050167,144.0,1,False
1.6188436473941232,144.0,1,False
1.6196269937832297,144.0,4,False
1.6204103401723362,144.0,5,False
1.6211936865614427,144.0,3,False
1.6219770329505492,144.0,2,False
1.6227603793396557,144.0,6,False
1.6235437257287622,144.0,7,False
1.6243270721178686,144.0,0,True
1.6251104185069751,144.0,2,False
1.6258937648960816,144.0,2,False
1.626677111285188,144.0,4,False
1.6274604576742946,144.0,2,False
1.628243804063401,144.0,0,True
1.6290271504525076,144.0,1,False
1.629810496841614,144.0,0,True
1.6305938432307205,144.0,2,False
1.631377189619827,144.0,1,False
1.6321605360089335,144.0,0,True
1.63294388239804,144.0,2,False
1.6337272287871465,144.0,2,False
1.634510575176253,144.0,0,True
1.6352939215653595,144.0,1,False
1.636077267954466,144.0,2,False
1.6368606143435724,144.0,2,False
1.637643960732679,144.0,1,False
1.6384273071217854,144.0,1,False
1.639210653510892,144.0,1,False
1.6399939998999984,144.0,2,False
1.6407773462891049,144.0,1,False
1.6415606926782114,144.0,1,False
1.6423440390673179,144.0,2,False
1.6431273854564243,144.0,1,False
1.6439107318455308,144.0,4,False
1.6446940782346373,144.0,1,False
1.6454774246237438,144.0,2,False
1.6462607710128503,144.0,0,True
1.6470441174019568,144.0,3,False
1.6478274637910633,144.0,4,False
1.6486108101801698,144.0,0,True
1.6493941565692762,144.0,3,False
1.6501775029583827,144.0,2,False
